SPA: Standard Peritoneal permeability Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Pig,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ear number pig:,2136,,,,,,,,,,Experimental notes: ,,,,,,,,,,,,,,,,,
Sex:,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weight:,,kg,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugular katheter location,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PD catheter:,Straight Tenckhoff,"Argyle, Covidien, Tenckhoff, 1 cuff, 47 cm",,,,,,,,,,,,,,,,,,,,,,,,,,
PD catheter REF:,,,,Use by:,,,,,,,,,,,,,,,,,,,,,,,,
PD catheter location:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placement date PD catheter:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature chip present?,yes,"38,3 C during experiment",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratory measurements:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plasma concentrations,,,,,,,,,,,,,,,,,,,,,,,,Costs lkch,,,,
Sample,,Sample volume,Time code,Actual time,,Urea,Creatinine,Sodium,Potassium,Albumin,Total protein,Phosphate,Glucose,Storage,Remarks,,,,,,,,,,,,,
,,mL,,,,mmol/L,µmol/L,mmol/L,mmol/L,g/L,g/L,mmol/L,mmol/L,,(text),,,,,,,,,,,,,
T=0,,5,04:00,12:42,,11.7,697,145,,27.6,56,2.04,5.7,,,,,,,,,,,11.78,,,,
T=120,,XXX,,,,,,,,,,,,,,,,,,,,,,,,,,
T=240,,5,08:00,16:55,,,,,,,,,,,,,,,,,,,,11.78,,,,
Mean,,,,,,11.7,697,,4.0,,,2.0,,,,,,,,,,,,,,,,
Dialysate concentrations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample,,Sample volume,Time code,Actual time,Blue dextran,Urea,Creatinine,Sodium,Potassium,Albumin,Total protein,Phosphate,Glucose,Storage,Remarks,Leukocytes,Neutrophils,D/P Urea,D/P Creatinine,D/P P,D/P K,D/D0 Glucose,D/P Na,,,,,
,,mL,,,g/L,mmol/L,µmol/L,mmol/L,mmol/L,g/L,g/L,mmol/L,mmol/L,,(text),x10^9/L,x10^9/L,,,,,,,,,,,
drain after PN 1.36% dwell of the previous SPA 1,,,04:01,21:41,,7.6,285,,3.2,55,0.37,0.62,,,,"<0,1",,,,,,,,13.2,,,,
Fresh PD fluid for SPA (PN 1.36% + blue dextran),,,04:03,12:35,,,,130,<1,,,,0.1,,,,,,,,,,,4.41,,,,
T=0,,6.2,04:05,12:50,,1,36,,0.5,6,0.06,0.09,3.9,,,,,0.09,0.05,,,,,13.2,,,,
T=10,,5.2,04:11,13:00,,1.7,57,131,,8,0.06,0.13,4.4,,,,,0.15,0.08,,,,#DIV/0!,16.06,,,,
T=20,,2.2,04:21,13:10,,,,,,,,,,,,,,,,,,,,,,,,
T=30,,2.2,04:31,13:20,,,,,,,,,,,,,,,,,,,,,,,,
T=60,,5.2,05:01,13:51,,4.1,131,136,,15,0.10,0.3,4.9,,,,,0.35,0.19,,,,#DIV/0!,16.06,,,,
T=120,,3.2,06:01,14:50,,6,206,,3,,,0.45,5.1,,,,,0.51,0.30,,,,,7.27,,,,
T=180,,3.2,07:01,15:51,,7.2,262,,,,,0.55,5.5,,,,,0.62,0.38,,,,,7.27,,,,
T=240,,7.2,08:01,16:50,,8.3,315,133,3.5,31,0.20,0.65,5.9,,,"<0,1",,0.71,0.45,0.32,0.88,,#DIV/0!,16.06,,,,
PD effluent complete drain after rinsing,,4.2,08:02,,,,,,,5,0.05,,,,,,,,,,,,,8.91,,,,
,,,,,,,,,,,,X,5.1,,,,,,,,,,,126.00,,,,
,,,,,,,,,,,,%,0.09,0.07,,,,,,,,,,,,,,
Exchange scheme:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exchange,Solution,Volume bag (mL),Weight bag (g) before instillment,Weight bag after instillment (g),Volume instilled (mL),Weight drain bag (g),Weight empty drain bag (g),Drain volume (mL),Draining times,,,,,,,,,,,,,,,,,,,
Preceding dwell ,PN 1.36,2000,2360,265,1775,2035,75,1792,Out,,,,,,,,,,,,,,,,,,,
SPA dwell,Extraneal,2000,2330,135,1995,2030,75,1777,In,12:35 - 12:48,Out,16:51:00,17:05,,,,,,,,,,,,,,,
PD fluid for rinsing,Extraneal,2000,2340,1095,1132,145,75,64,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residual volume calculation:,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RV before SPA (mL),RV after SPA (mL),IP volume T=0 (mL),IP volume T=240 (mL),Mean IPV (mL),ELAR (mL/h),UFV (mL/h),,,,,,,,,,,,,,,,,,,,,
[Creatinine],,,2382,2155,2268.1,101,51.07,2268,2266.211887,,,,,,,,,,,,,,,,,,,
